Artist,Lyrics,Key,Genre,Music,Song,Title,Guitar
"Deepika Priyadarshani, Sunil Edirisinghe",Bandula Nanayakkarawasam,F major | Beat,Duets,Rohana Weerasingha,අහසයි ඔබ මට නිම් හිම් නොපෙනෙන හිනිමන් බදිනු බැරි පොළොවයි ඔබ මට තරුවක් විලසට රෑකල පතිත වෙමි ගඟේ වතුර නැ ඉහලට ගලා ගියේ අසනි හඩින් නැ කදුබිම් සසල වුනේ ගඟ කවදා හෝ මුවදොර හමුවෙනවා ලොව කැළඹුන දා කදුබිම් හැකිලෙනවා ‍අනාත සයුරක වැහිදිය දෝත ඔබයි අගාත අඳුරක දොල රන් සිළුව ඔබයි ඔබ මට ලඟ බව ඉදුරා මම දනිමි ඔබ වට කහවනු පවුරට මහ දුරකි,ahasai-oba-mata,INTRO/INTER | F | - |Am | - | |Dm | - |Bb | - | | C | A |Eo | - | | C | - |C7 | F | CHORUS F Dm F Bb C F G Bb C F VERSE 1 F Dm F C7 F F F|F7| Bb C G C7 F Back To Chorus VERSE 2 F Dm F C7 F F F|F7| Bb C G C7 F Back To Chorus
Sunil Edirisinghe,Bandula Nanayakkarawasam,Ab major | Beat,Inspirational,Rohana Weerasingha,නිදුකාණනේ… නිදුකාණනේ යොමා බුදු නෙත කුළුණිනේ වඩිනු මැන නිදුකාණනේ // සිතෙන් සිතක රඳනා කෝප ගිනි උනුන් දවාලන අයුරු දකින්නට මුවින් මුවග ගලනා නාග විස උනුන් නසාලන අසිරි බලන්නට උනුන් නසාලන අසිරි බලන්නට නෙතින් නෙතක ගැටෙනා රාග සිත ලෙවන් නෙතින් පිසදා හරින්නට බියෙන් සැකෙන් නැගෙනා තාප ගිනි දයා දියෙන් සනහා නිවන්නට දයා දියෙන් සනහා නිවන්නට කාලයයි නිදුකාණනේ දීපයයි නිදුකාණනේ දේශයයි නිදුකාණනේ වඩිනු මැන නිදුකාණනේ,nidukanane,ADLIB Ab Fm Eb Ab INTRO |Ab | - | - | - | |Ab |Eb7|Ab | - | |Db | - |Ab | - | |Ab | - | CHORUS 1 Ab Ab7 Db Ab Eb Eb7 Ab INTER |Fo7| - | |Eb7|Ab |Db |Eb7| |Ab | - | - | - | |Ab | - | - | - | VERSE 1 Ab Db Ab Ab Db Ab Ab Db Ab Back To Chorus VERSE 2 Ab Db Ab Ab Db Ab Ab Db Ab CHORUS 2 Ab Db Eb Ab Ab Db Eb Ab Back To Chorus
Sunil Edirisinghe,Bandula Nanayakkarawasam,G minor | Beat,Old Pops,Rohana Weerasingha,නිම් තෙරක් නොදුටු මේ ලෝකයේ රුදු සපුන් නිබඳ සරනා බිමේ // ඔබේ සිනා වත මගේ නවාතැන අරුණු විහිදුවාවී ජීවිතයේ රැල් නගා ගලන ගංගා දියේ මං වසා දමනු හැකිදෝ කෙසේ // සොයා සයුරු දිය හඹා ඇවිත් ගඟ සදා සැඟව යාවී සාගරයේ සිල් බිඳී මුවන් කැලඹූ වනේ බිම නොලා නෙලූ ඵල මාවතේ // සදා ඔබේ ගිම් බෙදාගනිම් මම් තැවුල් සැඟව යාවී මාරුතයේ,nim-therak,INTRO/INTER ||Gm/Eb | D/Gm || |Gm | - | F | - | |Gm/F|Gm/Cm|Gm|- | |Bb |Eb |Gm | + | CHORUS Gm F D7 Gm Gm Cm Gm D7 Gm VERSE 1 Gm F D7 Gm Gm Cm Gm D7 Gm Back To Chorus VERSE 2 Gm F D7 Gm Gm Cm Gm D7 Gm CHANGE KEY TO A minor Back To Chorus
Deepika Priyadarshani,Bandula Nanayakkarawasam,D minor | Beat,"Kids Songs, Movie Songs",Ananda Gamage,පහන තියා බුදු සාදුට හිමිදිරියේ හැමදා දෙන්නා ගෙදරින් එනවා ඇස් නොපෙනෙන අම්මා ගෙයි තනිකරලා කෝච්චියේ විරිදු කියන්නට එනවා අපි කෝච්චියේ විරිදු කියන්නට එනවා ඉගෙන ගන්න ආස උනත් ඉස්කොලේ පහු කරලා එන්නේ අපි ඒ දිහාව වත් නොබලා අම්මා රැක ගන්නේ අපි කවි කියලා බිං ගේ තුල කළුවර වී පුරුදු එළිය ළග එනාවා කොළඔට යන කාටත් තිසරණ පතලා මෙන් වැන්දා ජය ලැබෙන්නට අත් බැඳලා ඊලග නැවතුම ආවම බැහැලා යනවා නුවර බලා ඇත්නම් සතයක් දමන්න පිං සලකා අහිතක් නෑ කාසි නැතත් අපි යනවා,pahana-thiya-,INTRO/INTER ||Dm | F |Dm | - | |Dm |Am |Dm | - || CHORUS Dm C F Am Dm Dm C F C Am Dm F C Am Dm VERSE 1 Dm G Dm F C F C Am Dm Dm G Dm F C F C Am Dm Back To Chorus VERSE 2 Dm G Dm F C F C Am Dm Back To Chorus
Sunil Edirisinghe,Bandula Nanayakkarawasam,D minor | Beat,Classics,Rohana Weerasingha,රෑ වැඩ මුරය අවසන් වන කණිසමට නුඹෙ මුව පෙනෙයි පරවුණු කුසුමක් ලෙසට අරුණළු කැරලි වැටෙනා සඳ අළුයමට නුඹේ ලොවට රෑ වෙයි පෙර කල පවට තුන් තිස් පැයේ දෑඟිලි නිදි වරන්නේ නිල් එළියටයි පෙති ගෝමර දැවෙන්නේ මල් විය නොවෙද මේ දියකර හරින්නේ මැසිමද හිතද මහ හයියෙන් හඬන්නේ නුඹෙ කඳුලැලිද සයුරේ රළ නඟන්නේ හද සුසුමන්ද පවනක් වී හමන්නේ තනි නොතනියට හෙවනැල්ලද සිටින්නේ ඇඳුමද නුඹේ ජීවිතයද මහන්නේ,ra-weda-muraya,INTRO/INTER |Dm | - | - | - | |Em | - |Dm | - | | G |G7 | C |Dm | CHORUS Dm G G7 G G C Dm Dm G G7 Dm G Em Dm VERSE 1 Dm G C Dm Dm G Dm Em Dm Back To Chorus VERSE 2 Dm G C Dm Dm G Dm Em Dm Back To Chorus
Sunil Edirisinghe,Bandula Nanayakkarawasam,E minor | Beat,New Pop,Rohana Weerasingha,වියෝ වූ පසුවයි දැනෙන්නේ ප්‍රේමයේ අභිමන්.. හැඩූදා කඳුලයි දකින්නේ සිනාවේ සරදම් ඉවුරු දෑලේ හිද බැලූ විට ගඟ හැඩයි කදිමයි දියට වන් විට එවන් ගගුලම බිහිසුනුයි චණ්ඩයි හඳක් නැති දා අහස් තලයට තරුව දෙයි සැනසුම් පුන් පොහෝදා එවන් තරුවම ලබන්නේ ගැරහුම්,viyo-vu-pasuvayi,INTRO |Em | - | - | - | | G | - |Em | - | | G | - |Em | - | CHORUS Em C F Em Em G G Am G F G Em INTER |Em | - | G | - | |Am | - | F | - | | C |Am |Em | - | VERSE 1 G Em C Am Em G F G Em Back To Chorus VERSE 2 G Em C Am Em G F G Em Back To Chorus
"Deepika Priyadarshani, Sunil Edirisinghe",Bandula Nanayakkarawasam,F major | Beat,Duets,Rohana Weerasingha,අහසයි ඔබ මට නිම් හිම් නොපෙනෙන හිනිමන් බදිනු බැරි පොළොවයි ඔබ මට තරුවක් විලසට රෑකල පතිත වෙමි ගඟේ වතුර නැ ඉහලට ගලා ගියේ අසනි හඩින් නැ කදුබිම් සසල වුනේ ගඟ කවදා හෝ මුවදොර හමුවෙනවා ලොව කැළඹුන දා කදුබිම් හැකිලෙනවා ‍අනාත සයුරක වැහිදිය දෝත ඔබයි අගාත අඳුරක දොල රන් සිළුව ඔබයි ඔබ මට ලඟ බව ඉදුරා මම දනිමි ඔබ වට කහවනු පවුරට මහ දුරකි,ahasai-oba-mata,INTRO/INTER | F | - |Am | - | |Dm | - |Bb | - | | C | A |Eo | - | | C | - |C7 | F | CHORUS F Dm F Bb C F G Bb C F VERSE 1 F Dm F C7 F F F|F7| Bb C G C7 F Back To Chorus VERSE 2 F Dm F C7 F F F|F7| Bb C G C7 F Back To Chorus
Sunil Edirisinghe,Bandula Nanayakkarawasam,Ab major | Beat,Inspirational,Rohana Weerasingha,නිදුකාණනේ… නිදුකාණනේ යොමා බුදු නෙත කුළුණිනේ වඩිනු මැන නිදුකාණනේ // සිතෙන් සිතක රඳනා කෝප ගිනි උනුන් දවාලන අයුරු දකින්නට මුවින් මුවග ගලනා නාග විස උනුන් නසාලන අසිරි බලන්නට උනුන් නසාලන අසිරි බලන්නට නෙතින් නෙතක ගැටෙනා රාග සිත ලෙවන් නෙතින් පිසදා හරින්නට බියෙන් සැකෙන් නැගෙනා තාප ගිනි දයා දියෙන් සනහා නිවන්නට දයා දියෙන් සනහා නිවන්නට කාලයයි නිදුකාණනේ දීපයයි නිදුකාණනේ දේශයයි නිදුකාණනේ වඩිනු මැන නිදුකාණනේ,nidukanane,ADLIB Ab Fm Eb Ab INTRO |Ab | - | - | - | |Ab |Eb7|Ab | - | |Db | - |Ab | - | |Ab | - | CHORUS 1 Ab Ab7 Db Ab Eb Eb7 Ab INTER |Fo7| - | |Eb7|Ab |Db |Eb7| |Ab | - | - | - | |Ab | - | - | - | VERSE 1 Ab Db Ab Ab Db Ab Ab Db Ab Back To Chorus VERSE 2 Ab Db Ab Ab Db Ab Ab Db Ab CHORUS 2 Ab Db Eb Ab Ab Db Eb Ab Back To Chorus
Sunil Edirisinghe,Bandula Nanayakkarawasam,G minor | Beat,Old Pops,Rohana Weerasingha,නිම් තෙරක් නොදුටු මේ ලෝකයේ රුදු සපුන් නිබඳ සරනා බිමේ // ඔබේ සිනා වත මගේ නවාතැන අරුණු විහිදුවාවී ජීවිතයේ රැල් නගා ගලන ගංගා දියේ මං වසා දමනු හැකිදෝ කෙසේ // සොයා සයුරු දිය හඹා ඇවිත් ගඟ සදා සැඟව යාවී සාගරයේ සිල් බිඳී මුවන් කැලඹූ වනේ බිම නොලා නෙලූ ඵල මාවතේ // සදා ඔබේ ගිම් බෙදාගනිම් මම් තැවුල් සැඟව යාවී මාරුතයේ,nim-therak,INTRO/INTER ||Gm/Eb | D/Gm || |Gm | - | F | - | |Gm/F|Gm/Cm|Gm|- | |Bb |Eb |Gm | + | CHORUS Gm F D7 Gm Gm Cm Gm D7 Gm VERSE 1 Gm F D7 Gm Gm Cm Gm D7 Gm Back To Chorus VERSE 2 Gm F D7 Gm Gm Cm Gm D7 Gm CHANGE KEY TO A minor Back To Chorus
Deepika Priyadarshani,Bandula Nanayakkarawasam,D minor | Beat,"Kids Songs, Movie Songs",Ananda Gamage,පහන තියා බුදු සාදුට හිමිදිරියේ හැමදා දෙන්නා ගෙදරින් එනවා ඇස් නොපෙනෙන අම්මා ගෙයි තනිකරලා කෝච්චියේ විරිදු කියන්නට එනවා අපි කෝච්චියේ විරිදු කියන්නට එනවා ඉගෙන ගන්න ආස උනත් ඉස්කොලේ පහු කරලා එන්නේ අපි ඒ දිහාව වත් නොබලා අම්මා රැක ගන්නේ අපි කවි කියලා බිං ගේ තුල කළුවර වී පුරුදු එළිය ළග එනාවා කොළඔට යන කාටත් තිසරණ පතලා මෙන් වැන්දා ජය ලැබෙන්නට අත් බැඳලා ඊලග නැවතුම ආවම බැහැලා යනවා නුවර බලා ඇත්නම් සතයක් දමන්න පිං සලකා අහිතක් නෑ කාසි නැතත් අපි යනවා,pahana-thiya-,INTRO/INTER ||Dm | F |Dm | - | |Dm |Am |Dm | - || CHORUS Dm C F Am Dm Dm C F C Am Dm F C Am Dm VERSE 1 Dm G Dm F C F C Am Dm Dm G Dm F C F C Am Dm Back To Chorus VERSE 2 Dm G Dm F C F C Am Dm Back To Chorus
Sunil Edirisinghe,Bandula Nanayakkarawasam,D minor | Beat,Classics,Rohana Weerasingha,රෑ වැඩ මුරය අවසන් වන කණිසමට නුඹෙ මුව පෙනෙයි පරවුණු කුසුමක් ලෙසට අරුණළු කැරලි වැටෙනා සඳ අළුයමට නුඹේ ලොවට රෑ වෙයි පෙර කල පවට තුන් තිස් පැයේ දෑඟිලි නිදි වරන්නේ නිල් එළියටයි පෙති ගෝමර දැවෙන්නේ මල් විය නොවෙද මේ දියකර හරින්නේ මැසිමද හිතද මහ හයියෙන් හඬන්නේ නුඹෙ කඳුලැලිද සයුරේ රළ නඟන්නේ හද සුසුමන්ද පවනක් වී හමන්නේ තනි නොතනියට හෙවනැල්ලද සිටින්නේ ඇඳුමද නුඹේ ජීවිතයද මහන්නේ,ra-weda-muraya,INTRO/INTER |Dm | - | - | - | |Em | - |Dm | - | | G |G7 | C |Dm | CHORUS Dm G G7 G G C Dm Dm G G7 Dm G Em Dm VERSE 1 Dm G C Dm Dm G Dm Em Dm Back To Chorus VERSE 2 Dm G C Dm Dm G Dm Em Dm Back To Chorus
Sunil Edirisinghe,Bandula Nanayakkarawasam,E minor | Beat,New Pop,Rohana Weerasingha,වියෝ වූ පසුවයි දැනෙන්නේ ප්‍රේමයේ අභිමන්.. හැඩූදා කඳුලයි දකින්නේ සිනාවේ සරදම් ඉවුරු දෑලේ හිද බැලූ විට ගඟ හැඩයි කදිමයි දියට වන් විට එවන් ගගුලම බිහිසුනුයි චණ්ඩයි හඳක් නැති දා අහස් තලයට තරුව දෙයි සැනසුම් පුන් පොහෝදා එවන් තරුවම ලබන්නේ ගැරහුම්,viyo-vu-pasuvayi,INTRO |Em | - | - | - | | G | - |Em | - | | G | - |Em | - | CHORUS Em C F Em Em G G Am G F G Em INTER |Em | - | G | - | |Am | - | F | - | | C |Am |Em | - | VERSE 1 G Em C Am Em G F G Em Back To Chorus VERSE 2 G Em C Am Em G F G Em Back To Chorus
Athula Adhikari,Bandula Nanayakkarawasam,Eb major | Beat,"New Pop, Request",Rohana Weerasingha,විසිරුනු මල් පෙති දෝතට ගත් කුමරි ඒ පෙති එක් කර මලක් සොයන බොලඳි සරදම් නොකරමි ආදරයෙන් කියමි විසිරුනු පෙති යලි මලක් නොවේ නැගණි වෙරළ සොයා රළ පෙළ දිව ආවත් වෙරළට කිසිදා දියඹ දකිනු හැකිදෝ බඳට පියාපත් යුවලක් ලැබුනත් අහසේ දෙකලවර නුඹට දිනනු හැකිදෝ බඹරුන් පසුපස මල් දිව නොගියත් අවමන් වින්දේ මල් කුලයම නොවෙදෝ මෙදහම් නුවණින් නුඹ නොදුටුවොතින් නුඹේ සුසුම් ගිනි බොල් අහසම නොවෙදෝ,wisirunu-mal-pethi,INTRO/INTER |Eb | - |Db | - | |Bbm|Db |Eb/Db|Eb/Db| |Eb | - |Ab | - | |Db |Ab |Eb | - | CHORUS Eb Db Bbm|Eb Eb Db Eb Eb Bbm Db Bbm Db Eb VERSE 1 Eb Eb7 Eb Eb Cm Ab Eb7 Eb Db Bbm Db Eb Back To Chorus VERSE 2 Eb Eb7 Eb Eb Cm Ab Eb7 Eb Db Bbm Db Eb Back To Chorus
